Text,Id,Lenght,Created_at,Source,Favorite_count,Retweet_count,Lang
" @BetoORourke: Two years ago, millions shared a hashtag, as part of a movement that changed our country. On #MeToo's 2nd anniversary, let2\x806""",1.18426E+18,140,10/16/2019 0:11,Twitter for Android,0,942,en
"Alyssa_Milano: Thank you, @TaranaBurke, for your life work. I2\x80\x99m so glad it2\x80\x99s you leading the way. #MeToo #MeTooVoter'",1.18426E+18,120,10/16/2019 0:10,Twitter for iPhone,0,52,en
majesticmayaaa: Dear @TaranaBurke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being H.I.V2\x806',1.18426E+18,139,10/16/2019 0:10,Twitter Web Client,0,325,en
"RepEscobar: Two years ago, the #MeToo movement changed us. It has become part of our national consciousness, demanding better for survi2\x806'",1.18426E+18,140,10/16/2019 0:10,Twitter for Android,0,65,en
"Luxymoo: Hey Kai, remember when I told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",1.18426E+18,140,10/16/2019 0:10,Twitter for Android,0,111,en
RichardBSpencer: I don2\x80\x99t say this as a needless attack on Whole Foods shoppers. Neoliberalism operates by promoting the Fake Left of 2\x80\x9cd2\x806',1.18426E+18,140,10/16/2019 0:10,Twitter for Android,0,16,en
" @nwlc: We are waiting to hear about #MeToo on the #DemDebate stage tonight. \n\nRT if you're a #MeTooVoter and you're ready to hear politi2\x806""",1.18426E+18,140,10/16/2019 0:10,Twitter Web App,0,34,en
"IreneWoodbury: 2\x80\x9cGreat Read2\x806will leave you wanting more,2\x80\x9d Cust Revu, Pop-Out Girl.. Now at #Tattered Cover Book Store, Denver.\n#GreatRea2\x806'",1.18426E+18,140,10/16/2019 0:10,TweetDeck,0,18,en
"IreneWoodbury: 2\x80\x9cGreat Read2\x806will leave you wanting more,2\x80\x9d Cust Revu, Pop-Out Girl.. Now at #Tattered Cover Book Store, Denver.\n#GreatRea2\x806'",1.18426E+18,140,10/16/2019 0:10,TweetDeck,0,18,en
"IreneWoodbury: 2\x80\x9cGreat Read2\x806will leave you wanting more,2\x80\x9d Cust Revu, Pop-Out Girl.. Now at #Tattered Cover Book Store, Denver.\n#GreatRea2\x806'",1.18426E+18,140,10/16/2019 0:10,TweetDeck,0,18,en
"IreneWoodbury: 2\x80\x9cGreat Read2\x806will leave you wanting more,2\x80\x9d Cust Revu, Pop-Out Girl.. Now at #Tattered Cover Book Store, Denver.\n#GreatRea2\x806'",1.18426E+18,140,10/16/2019 0:10,TweetDeck,0,18,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:10,Twitter for iPhone,0,16,en
"IreneWoodbury: Jen &amp; Colton + Brandi &amp; Matt + Zane = Non-Stop Drama ! Pop-Out Girl.  At #TatteredCover Book Stores, Denver.\n#GreatReads2\x806'",1.18426E+18,148,10/16/2019 0:10,TweetDeck,0,16,en
"IreneWoodbury: Jen &amp; Colton + Brandi &amp; Matt + Zane = Non-Stop Drama ! Pop-Out Girl.  At #TatteredCover Book Stores, Denver.\n#GreatReads2\x806'",1.18426E+18,148,10/16/2019 0:10,TweetDeck,0,16,en
"IreneWoodbury: Jen &amp; Colton + Brandi &amp; Matt + Zane = Non-Stop Drama ! Pop-Out Girl.  At #TatteredCover Book Stores, Denver.\n#GreatReads2\x806'",1.18426E+18,148,10/16/2019 0:10,TweetDeck,0,16,en
"IreneWoodbury: Jen &amp; Colton + Brandi &amp; Matt + Zane = Non-Stop Drama ! Pop-Out Girl.  At #TatteredCover Book Stores, Denver.\n#GreatReads2\x806'",1.18426E+18,148,10/16/2019 0:10,TweetDeck,0,16,en
"Susan Rice shares her own #MeToo story in her new memoir, dishes on Ben Rhodes https://t.co/bFN3cdS4nD'",1.18426E+18,102,10/16/2019 0:10,Twitter Web App,0,0,en
" @nwlc: We are waiting to hear about #MeToo on the #DemDebate stage tonight. \n\nRT if you're a #MeTooVoter and you're ready to hear politi2\x806""",1.18426E+18,140,10/16/2019 0:10,Twitter Web App,0,34,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:10,Twitter for iPhone,0,333,en
"nowthisnews: 2\x80\x98When you have 12 million people respond to a hashtag in 24 hours, we have a public health crisis2\x80\x99 2\x80\x94 Leaders @TaranaBurke,2\x806'",1.18426E+18,140,10/16/2019 0:10,Twitter for iPhone,0,281,en
"b""What about #MeToo? We want to know the candidates' plans @CNN @nytimes  #askaboutmetoo https://t.co/huxebwgpj2""",1.18426E+18,110,10/16/2019 0:10,Hootsuite Inc.,3,1,en
" @pastpunditry: Two years ago, @TaranaBurke's #metoo movement gained national prominence. A year later, Renee Branson and I came forward2\x806""",1.18426E+18,139,10/16/2019 0:09,Twitter Web App,0,37,en
"Ilhan: To the silence breakers2\x80\x93Tarana Burke, Chanel Miller, Aly Raisman, Susan Fowler, Gretchen Carlson, Ashley Judd, Anita Hill, Chris2\x806'",1.18426E+18,140,10/16/2019 0:09,Twitter Web App,0,437,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:09,Twitter for Android,0,333,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:09,Twitter for iPhone,0,333,en
" @nwlc: We are waiting to hear about #MeToo on the #DemDebate stage tonight. \n\nRT if you're a #MeTooVoter and you're ready to hear politi2\x806""",1.18426E+18,140,10/16/2019 0:09,Twitter Web App,0,34,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:09,Twitter for iPad,0,333,en
ritchiepage2001: #BirtherInChief #CorpMedia #Idiocracy #Oligarchs #MegaBanks vs #Union #Occupy #NoDAPL #BLM #SDF #DACA #MeToo #Humanity2\x806',1.18426E+18,140,10/16/2019 0:09,Twitter Web App,0,6,en
TaranaBurke: The rate of sexual violence in Indigenous communities is beyond alarming and they are the group with the largest number of2\x806',1.18426E+18,140,10/16/2019 0:09,Twitter for iPhone,0,203,en
Rudy_phenomenol: Finally she pulls the #MeToo card.. bravo!\n\nReminds me what KH once said.. False accusations make real accusations loo2\x806',1.18426E+18,140,10/16/2019 0:09,Twitter for Android,0,7,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:09,Twitter for iPhone,0,333,en
"steve_shives: Women and people of color are still often ignored and marginalized within organized atheism. Meanwhile, white men accused2\x806'",1.18426E+18,140,10/16/2019 0:09,Twitter for Android,0,25,en
"dheldevil888: Jennifer Aniston and Reese Witherspoon on How The Morning Show Takes on #MeToo, Racism and Ageism https://t.co/VVZTPVpEFR2\x806'",1.18426E+18,140,10/16/2019 0:09,Twitter for iPhone,0,3,en
"TaranaBurke ""she is a lying as fuckin bitch, created biased fuckin weak \0\x9f\x90\x8d #Metoo movement tho #nope \0\x9f\x96\x95\0\x9f4\x94\0\x9f\x91\x8e'",1.18426E+18,104,10/16/2019 0:09,Twitter Web App,0,0,en
"b""We are waiting to hear about #MeToo on the #DemDebate stage tonight. \n\nRT if you're a #MeTooVoter and you're ready2\x806 https://t.co/lvizQqV1QO""",1.18426E+18,139,10/16/2019 0:09,Twitter Web App,74,34,en
"NoCareBear @BrandonTXNeely Just curious what 2\x80\x98database2\x80\x99 you2\x80\x99re using...because well, it2\x80\x99s bunk. \0\x9f4\xb72\x80\x8d2\x99\x80f\xb8\x8f\n\nYou do reali2\x806 https://t.co/uNobLS7VMB'",1.18426E+18,140,10/16/2019 0:09,Twitter for iPhone,1,0,en
WHYYNews: MeToo leader launches new hashtag to mobilize voters https://t.co/kwpooiq7bG https://t.co/BY7133jF0o',1.18426E+18,114,10/16/2019 0:09,Twitter for iPhone,0,2,en
"RepSylviaGarcia: Two years ago, the #MeToo movement changed the conversation about sexual assault and survivors.\n\nWe must do everything2\x806'",1.18426E+18,140,10/16/2019 0:09,Twitter for Android,0,44,en
"shannoncoulter: ""The reason that millions of women saw ourselves in the Weinstein story...was because the allegations exposed the vulne2\x806'",1.18426E+18,140,10/16/2019 0:09,Twitter for Android,0,18,en
vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',1.18426E+18,140,10/16/2019 0:09,Twitter for Android,0,283,en
" @sallykohn: Some topics I'd like to hear asked about in #DemDebate #DemocraticDebate tonight:\n\nAbortion rights\n#MeToo movement \nPolice v2\x806""",1.18426E+18,140,10/16/2019 0:09,Twitter for Android,0,7,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:09,Twitter for iPhone,0,16,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for iPhone,0,345,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for iPhone,0,345,en
"NoRA4USA: On the 2nd anniversary of #MeToo\xc20 going viral, @senatemajldr could have called a vote on the Violence Against Women Renewal A2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for iPad,0,146,en
"Variety: Scarlett Johansson on how the #MeToo movement has empowered #WomenInHollywood: ""There\'s a kind of connectivity that women shar2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for Android,0,224,en
This is FABULOUS #MeToo Is a Story of Corruption via @thenation https://t.co/qh8kvUam7,1.18426E+18,87,10/16/2019 0:08,Twitter for Android,1,0,en
"Variety: Scarlett Johansson on how the #MeToo movement has empowered #WomenInHollywood: ""There\'s a kind of connectivity that women shar2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for Android,0,224,en
" @BetoORourke: Two years ago, millions shared a hashtag, as part of a movement that changed our country. On #MeToo's 2nd anniversary, let2\x806""",1.18426E+18,140,10/16/2019 0:08,Twitter for iPhone,0,942,en
"shannoncoulter: ""The reason that millions of women saw ourselves in the Weinstein story...was because the allegations exposed the vulne2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for Android,0,18,en
"NoRA4USA: On the 2nd anniversary of #MeToo\xc20 going viral, @senatemajldr could have called a vote on the Violence Against Women Renewal A2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for iPhone,0,146,en
Truthdig: These women are taking the power back from the men who so heartlessly stole it.\nhttps://t.co/GOfkKpG0YC',1.18426E+18,117,10/16/2019 0:08,Twitter for iPhone,0,10,en
"nowthisnews: 2\x80\x98When you have 12 million people respond to a hashtag in 24 hours, we have a public health crisis2\x80\x99 2\x80\x94 Leaders @TaranaBurke,2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for iPhone,0,281,en
"nowthisnews: 2\x80\x98When you have 12 million people respond to a hashtag in 24 hours, we have a public health crisis2\x80\x99 2\x80\x94 Leaders @TaranaBurke,2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for iPhone,0,281,en
"ewarren In Myanmar, a prominent gender equality advocate allegedly abused his staff for years, even after he was r2\x806 https://t.co/KMPFIatsit'",1.18426E+18,140,10/16/2019 0:08,Twitter Web App,1,0,en
"b""Meet Alki David, the self-appointed ambassador for the 'wronged' men of the #MeToo movement. @StacyPerman's latest:  https://t.co/tH1IRZ29sb""",1.18426E+18,140,10/16/2019 0:08,TweetDeck,16,10,en
"brittuniverse: As DA, Kamala made clearing the backlog of 1,300 untested rape kits at state-run labs a top priority 2\x80\x94 and got it done w2\x806'",1.18426E+18,140,10/16/2019 0:08,Twitter for iPhone,0,95,en
" @GodisTightTho: Alyssa Milano annoying as \0\x9f\x90\x8d bitch, it's her dumbass tweets that started it. \0\x9f\x98\x81\0\x9f\x98\x81\0\x9f\x98\x92\0\x9f\x98\x8f\0\x9f\x91\x8f\0\x9f\x91\x8f\0\x9f\x91\x8f finally found out who started the fa2\x806""",1.18426E+18,140,10/16/2019 0:08,Twitter Web App,0,1,en
MsMagazine: Today marks the 2nd anniversary of the viral explosion of @TaranaBurke2\x80\x99s #MeToo movement. She marked the occasion by launch2\x806',1.18426E+18,140,10/16/2019 0:07,Twitter Web App,0,12,en
"ewarren Bigfoot groped me, he says he was Apache but I caught him eating Mayo sandwiches and dying his hair for a2\x806 https://t.co/GMqpDWFBZy'",1.18426E+18,139,10/16/2019 0:07,Twitter for iPhone,0,0,en
pastpunditry: Recently @rtraister has highlighted the consequences of #metoo for the women who come forward. They are real; they are aw2\x806',1.18426E+18,140,10/16/2019 0:07,Twitter for iPhone,0,9,en
"""@TaranaBurke marked second anniversary of\nthe viral explosion of #MeToo movement\nby launching the #MeTooVoter onli2\x806 https://t.co/3pldOTrGwH'",1.18426E+18,140,10/16/2019 0:07,Twitter Web App,0,0,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:07,Twitter Web App,0,333,en
" @pastpunditry: Two years ago, @TaranaBurke's #metoo movement gained national prominence. A year later, Renee Branson and I came forward2\x806""",1.18426E+18,139,10/16/2019 0:07,Twitter for iPhone,0,37,en
" @stewardmagazine: Nancy Pelosi says House is headed toward 'path to truth' 2\x80\x93 as it happened https://t.co/jcnN5PxoT1 #MAGA #METOO #Vetera2\x806""",1.18426E+18,140,10/16/2019 0:07,Twitter for iPhone,0,1,en
#BirtherInChief #CorpMedia #Idiocracy #Oligarchs #MegaBanks vs #Union #Occupy #NoDAPL #BLM #SDF #DACA #MeToo2\x806 https://t.co/kFXtl7a5C0',1.18426E+18,133,10/16/2019 0:07,Twitter Web App,12,6,en
ulltkai: 2018\n-KAI donated his signed t-shirt for kpop charity auction event for 60th anni of korea - thailand diplomatic relation.\n- #2\x806',1.18426E+18,140,10/16/2019 0:07,Twitter for Android,0,38,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:07,Twitter Web App,0,333,en
MeToo leader launches new hashtag to mobilize voters https://t.co/kwpooiq7bG https://t.co/BY7133jF0o',1.18426E+18,100,10/16/2019 0:07,dlvr.it,0,2,en
"b""'Glacial change': film industry is slow to reform despite #MeToo https://t.co/5t0CKDXrYm https://t.co/6Z1ubneHbQ""",1.18426E+18,112,10/16/2019 0:07,Buffer,0,0,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:06,Twitter Web App,0,16,en
TaranaBurke: The rate of sexual violence in Indigenous communities is beyond alarming and they are the group with the largest number of2\x806',1.18426E+18,140,10/16/2019 0:06,Twitter for iPhone,0,203,en
"b""@Darth_501st @EthanVanSciver @thatstarwarsgrl #metoo and i never even said a word to her... maybe someone showed her Steven's mask? \0\x9f41""",1.18426E+18,133,10/16/2019 0:06,Twitter Web App,1,0,en
TaranaBurke: The rate of sexual violence in Indigenous communities is beyond alarming and they are the group with the largest number of2\x806',1.18426E+18,140,10/16/2019 0:06,Twitter for iPad,0,203,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:06,Twitter for iPhone,0,16,en
" @Godbold: Brave lady. Lizzette's story illustrates the real cost of speaking out against high-profile abusers. Today as we celebrate the2\x806""",1.18426E+18,140,10/16/2019 0:06,Twitter for Android,0,17,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:06,Twitter for Android,0,345,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:06,Twitter Web App,0,345,en
"boxersforlife: Hey @BetoORourke Since you2\x80\x99re all about the #MeToo movement and believing all women, @LGJustinFairfax the Lt. Governor o2\x806'",1.18426E+18,140,10/16/2019 0:06,Twitter for iPhone,0,244,en
radar_online Before phones/social media and #Metoo. Hollywood was popping.  Masks are off \0\x9f41',1.18426E+18,92,10/16/2019 0:06,Twitter for iPhone,0,0,en
stormypatriot21: Ever notice that since we changed our Propaganda Laws under Obama in 2012 the Press has gotten away with more and more2\x806',1.18426E+18,140,10/16/2019 0:06,Twitter for iPad,0,27,en
Dear @TaranaBurke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being H.2\x806 https://t.co/ibYrz3cdBA',1.18426E+18,140,10/16/2019 0:06,Twitter for iPhone,492,325,en
" @BetoORourke: Two years ago, millions shared a hashtag, as part of a movement that changed our country. On #MeToo's 2nd anniversary, let2\x806""",1.18426E+18,140,10/16/2019 0:06,Twitter for Android,0,942,en
TaranaBurke: The rate of sexual violence in Indigenous communities is beyond alarming and they are the group with the largest number of2\x806',1.18426E+18,140,10/16/2019 0:06,Twitter for Android,0,203,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:05,Twitter for iPhone,0,345,en
"shannoncoulter: ""The reason that millions of women saw ourselves in the Weinstein story...was because the allegations exposed the vulne2\x806'",1.18426E+18,140,10/16/2019 0:05,Twitter for iPhone,0,18,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:05,Twitter for iPhone,0,16,en
"jeffreyparrisne: Two years ago, #MeToo went viral. I watched as many of my women friends and coworkers shared the hashtag. Shortly afte2\x806'",1.18426E+18,140,10/16/2019 0:05,Twitter Web App,0,41,en
UltraViolet: Journalists from CNN and the New York Times are tag teaming this week2\x80\x99s Democratic debate - will they actually ask about #2\x806',1.18426E+18,140,10/16/2019 0:05,Twitter for Android,0,4,en
"NoRA4USA: On the 2nd anniversary of #MeToo\xc20 going viral, @senatemajldr could have called a vote on the Violence Against Women Renewal A2\x806'",1.18426E+18,140,10/16/2019 0:05,Twitter for iPad,0,146,en
MeToo Founder Tarana Burke Has Started a New Hashtag https://t.co/U016Dy0sU7 https://t.co/CCHiNE6Gm1',1.18426E+18,100,10/16/2019 0:05,SocialFlow,0,0,en
misterroper1 @NicoleArbour I dropped out of a college on a full scholarship because of two disgusting faculty memb2\x806 https://t.co/QZ6Sfw0cU5',1.18426E+18,140,10/16/2019 0:05,Twitter for iPhone,1,0,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:05,Twitter for iPhone,0,16,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:05,Twitter Web App,0,16,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:04,Twitter Web App,0,16,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:04,Twitter Web App,0,16,en
" @sallykohn: Some topics I'd like to hear asked about in #DemDebate #DemocraticDebate tonight:\n\nAbortion rights\n#MeToo movement \nPolice v2\x806""",1.18426E+18,140,10/16/2019 0:04,Twitter for Android,0,7,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:04,Twitter for Android,0,345,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:04,Twitter for iPhone,0,333,en
"In 2017, Warren told the story again, but this time describing it as a #MeToo moment during an interview with NBC N2\x806 https://t.co/hYv1oDH8hN'",1.18426E+18,140,10/16/2019 0:04,Twitter Web App,0,0,en
"leahegriffin: It2\x80\x99s been 2 years since the #MeToo movement took off nationally, and we2\x80\x99ve not heard a word at the #DemDebate. The #Debbi2\x806'",1.18426E+18,140,10/16/2019 0:04,Twitter for iPhone,0,22,en
Latina Keynote Speaker and Author Karla Monterrosa Honors #Metoo Movement with Courageous2\x806 https://t.co/HedhSSQ1IA',1.18426E+18,114,10/16/2019 0:04,Google,0,0,en
"stewardmagazine: House Democrats focus on Mulvaney, Bolton after key witness testimony in impeachment inquiry - The Washington Post #MA2\x806'",1.18426E+18,140,10/16/2019 0:04,Twitter Web Client,0,1,en
"leahegriffin: It2\x80\x99s been 2 years since the #MeToo movement took off nationally, and we2\x80\x99ve not heard a word at the #DemDebate. The #Debbi2\x806'",1.18426E+18,140,10/16/2019 0:04,Twitter for iPhone,0,22,en
"emmaladyrose: Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, harassme2\x806'",1.18426E+18,140,10/16/2019 0:04,Twitter Web App,0,16,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:04,Twitter Web App,0,333,en
"Today is the 2-year anniversary of the #MeToo hashtag. Curious to see whether policy surrounding sexual assault, ha2\x806 https://t.co/BqMzjQ4FmI'",1.18426E+18,140,10/16/2019 0:04,Twitter Web App,58,16,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:04,Twitter for iPhone,0,333,en
The article I read today-is obviously going to help your sales is all about Brooke Nevils pain. None of these women2\x806 https://t.co/S12FYINhBC',1.18426E+18,140,10/16/2019 0:04,Twitter for iPhone,0,0,en
" @BetoORourke: Two years ago, millions shared a hashtag, as part of a movement that changed our country. On #MeToo's 2nd anniversary, let2\x806""",1.18426E+18,140,10/16/2019 0:04,Twitter for Android,0,942,en
"Luxymoo: Hey Kai, remember when I told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",1.18426E+18,140,10/16/2019 0:03,Twitter for iPhone,0,111,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:03,Twitter for iPhone,0,333,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:03,Twitter Web App,0,345,en
TaranaBurke: The rate of sexual violence in Indigenous communities is beyond alarming and they are the group with the largest number of2\x806',1.18426E+18,140,10/16/2019 0:03,Twitter for iPhone,0,203,en
"nowthisnews: 2\x80\x98When you have 12 million people respond to a hashtag in 24 hours, we have a public health crisis2\x80\x99 2\x80\x94 Leaders @TaranaBurke,2\x806'",1.18426E+18,140,10/16/2019 0:03,Twitter for Android,0,281,en
" @Godbold: Brave lady. Lizzette's story illustrates the real cost of speaking out against high-profile abusers. Today as we celebrate the2\x806""",1.18426E+18,140,10/16/2019 0:03,Twitter Web App,0,17,en
misterroper1 @NicoleArbour It2\x80\x99s still amazingly amusing to me.  Most anti-feminist women figure it out past 40 or2\x806 https://t.co/UILNv2ddg9',1.18426E+18,139,10/16/2019 0:03,Twitter for iPhone,1,0,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:03,Twitter Web App,0,333,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:03,Twitter Web App,0,345,en
" @GodisTightTho: Last couple tweets \0\x9f\x98\x82\0\x9f42\0\x9f\x980\0\x9f462\x80\x8d2\x99\x80f\xb8\x8f\0\x9f\x98\x91 why am I not surprised it's a damn typical lightskin/chocolate women (Tarana Burke) started2\x806""",1.18426E+18,139,10/16/2019 0:03,Twitter Web App,0,1,en
UltraViolet: .@CNN and @nytimes: Trump has been accused of more acts of sexual misconduct than there have been presidents. You2\x80\x99re inter2\x806',1.18426E+18,140,10/16/2019 0:03,Twitter for Android,0,1,en
UltraViolet: Journalists from CNN and the New York Times are tag teaming this week2\x80\x99s Democratic debate - will they actually ask about #2\x806',1.18426E+18,140,10/16/2019 0:03,Twitter for Android,0,4,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:03,Twitter for iPhone,0,333,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:03,Twitter Web App,0,333,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:03,Twitter for Android,0,333,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:03,Twitter Web App,0,333,en
"Thriller continues today to be the best-selling album of all time around the world, and estimates of between 66 mil2\x806 https://t.co/lcjkmLALHL'",1.18426E+18,140,10/16/2019 0:03,Facebook,0,0,en
"TaranaBurke: Tonight, on the anniversary of #metoo please join us in watching the Presidential debates and sharing your concerns on soc2\x806'",1.18426E+18,140,10/16/2019 0:03,Twitter for iPhone,0,345,en
glossyblues omgg that would have been so cool and METOO i miss them hope they are doing well 2\x98\xb9f\xb8\x8f2\x98\xb9f\xb8\x8f2\x98\xb9f\xb8\x8f2\x98\xb9f\xb8\x8f',1.18426E+18,102,10/16/2019 0:03,Twitter for iPhone,1,0,en
" @Shinden9: Somebody just MeToo'd a drawing\n\nSo I'm done. Have fun guys""",1.18426E+18,73,10/16/2019 0:03,Twitter for Android,0,53,en
"boxersforlife: Hey @BetoORourke Since you2\x80\x99re all about the #MeToo movement and believing all women, @LGJustinFairfax the Lt. Governor o2\x806'",1.18426E+18,140,10/16/2019 0:02,Twitter for iPhone,0,244,en
"boxersforlife: Hey @BetoORourke Since you2\x80\x99re all about the #MeToo movement and believing all women, @LGJustinFairfax the Lt. Governor o2\x806'",1.18426E+18,140,10/16/2019 0:02,Twitter for iPhone,0,244,en
" @ewarren: Two years ago, #MeToo started a movement2\x80\x94millions spoke out and shared their stories. I'm fighting for an America where surviv2\x806""",1.18426E+18,140,10/16/2019 0:02,Twitter Web App,0,333,en
"nowthisnews: 2\x80\x98When you have 12 million people respond to a hashtag in 24 hours, we have a public health crisis2\x80\x99 2\x80\x94 Leaders @TaranaBurke,2\x806'",1.18426E+18,140,10/16/2019 0:02,Twitter for iPhone,0,281,en
TaranaBurke: The rate of sexual violence in Indigenous communities is beyond alarming and they are the group with the largest number of2\x806',1.18426E+18,140,10/16/2019 0:02,Twitter for iPhone,0,203,en
" @sallykohn: Some topics I'd like to hear asked about in #DemDebate #DemocraticDebate tonight:\n\nAbortion rights\n#MeToo movement \nPolice v2\x806""",1.18426E+18,140,10/16/2019 0:02,Twitter Web App,0,7,en
"shannoncoulter: ""The reason that millions of women saw ourselves in the Weinstein story...was because the allegations exposed the vulne2\x806'",1.18426E+18,140,10/16/2019 0:02,Twitter Web App,0,18,en
